"Birth rate (births/1,000 population)",,,,,,,,,,,,,,,,,,,,,
,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Gaza Strip,41.6,41.74,41.86,41.96,42.06,42.16,42.29,42.47,41,39.61,38.24,36.88,35.51,34.71,33.91,33.1,32.27,31.42,30.48,29.55,28.62

